,feature,class_label
1293,"[-1.47858902e+02  1.29054596e+02 -3.73604546e+01  1.72841415e+01
 -2.19463272e+01  1.08677740e+01 -1.50865231e+01  2.17510147e+01
 -5.58543491e+00  2.05684719e+01  3.17393112e+00  5.50455999e+00
  2.77641678e+00  1.30485582e+00  9.38923550e+00 -1.88652647e+00
  2.70504296e-01  5.25356245e+00  6.45482922e+00 -2.93997502e+00
  3.15731287e+00 -1.75186753e+00  5.44458199e+00  1.00000060e+00
  4.93779802e+00  3.47763133e+00  8.57172132e-01  4.82273370e-01
  1.93997514e+00  1.84478688e+00  4.06429148e+00  5.96889830e+00
  1.95216370e+00  1.10375381e+00  7.44937956e-01  3.38713598e+00
 -1.56954765e+00  1.14089978e+00  6.98089242e-01  3.33939600e+00
  1.04816675e+00  1.46211815e+00  7.26286709e-01  9.87507820e-01
  2.63234210e+00  1.38160563e+00  3.02732229e+00  1.22539961e+00
  2.89240289e+00  4.34905887e-01 -9.17041779e-01 -8.24045360e-01
  2.11999202e+00  8.91465425e-01  3.71230930e-01 -4.32156652e-01
 -2.49629721e-01  9.62533355e-01 -2.30514303e-01  1.19618274e-01
 -4.55693081e-02 -4.91884887e-01 -1.40443051e+00 -4.87378180e-01
 -1.15144700e-01  3.96442115e-01 -1.54762352e+00 -4.28470165e-01
 -4.90122169e-01  6.34301603e-01  2.12610021e-01 -2.86053538e-01
  2.94276744e-01  5.04159406e-02 -7.82205939e-01 -1.86950433e+00
 -9.34516937e-02 -2.67898142e-01 -4.29480463e-01 -1.53931630e+00
 -1.51815042e-02 -3.12200457e-01  1.08065225e-01 -4.51529175e-01
  4.12798792e-01  2.15277702e-01 -1.16849935e+00 -9.49777842e-01
 -1.53141785e+00 -1.45983294e-01  1.70371160e-02  2.85610795e-01
 -5.49888194e-01  2.04085689e-02 -2.02792630e-01 -2.88087726e-01
 -8.07564378e-01 -1.02158952e+00 -1.20328248e+00 -5.27468383e-01]",44
1294,"[-1.19878479e+02  2.20800919e+02 -3.05062771e+01  2.46503639e+01
 -1.15985918e+01 -4.22621822e+00 -1.17683601e+01  2.99982876e-01
 -3.68652010e+00 -1.27638972e+00 -2.44132447e+00 -5.55606890e+00
 -1.42995369e+00 -6.30222607e+00 -4.10908604e+00 -8.99636364e+00
 -5.34881639e+00 -3.25341851e-01  5.54643929e-01 -1.56165910e+00
 -6.15853250e-01 -2.10858628e-01 -7.24166811e-01 -1.35742104e+00
 -1.34871340e+00 -1.91433132e+00 -3.00739956e+00 -2.93411207e+00
 -3.25015426e+00 -4.05148458e+00 -5.45272017e+00 -3.08813715e+00
 -1.99025166e+00 -1.51843512e+00 -1.43768036e+00 -1.18765555e-01
 -4.74665195e-01 -1.51582789e+00 -3.80643296e+00 -2.25297236e+00
 -6.39878273e-01 -3.22419137e-01 -3.08287120e+00 -2.77654409e+00
  6.70786083e-01 -1.03477335e+00 -1.93614042e+00 -1.85221720e+00
 -3.35893005e-01 -2.10778308e+00 -1.53398979e+00 -1.37757206e+00
 -1.65963697e+00 -1.54342616e+00 -1.40122488e-01 -8.46635759e-01
 -1.33456004e+00 -1.74141538e+00 -3.06540442e+00 -2.16021371e+00
 -1.59212112e+00 -1.25389397e+00 -2.12486005e+00 -1.83467305e+00
 -1.54490697e+00 -1.16808653e+00 -1.07709324e+00 -1.03325272e+00
 -7.92868435e-01 -1.00473666e+00 -3.99282217e-01 -1.83634847e-01
 -5.19261122e-01 -9.88040149e-01 -1.10516679e+00 -9.73682165e-01
 -9.32584882e-01 -9.34157312e-01 -7.50871181e-01 -8.33594441e-01
 -6.63390636e-01 -2.24364415e-01 -4.47798103e-01 -4.76659447e-01
 -6.40668809e-01 -5.41396499e-01 -1.05572402e+00 -8.47399592e-01
 -6.27277792e-01 -3.84753525e-01 -7.99099684e-01 -5.36114275e-01
 -8.45062494e-01 -5.91311753e-01 -4.51026082e-01 -2.39346385e-01
 -4.42405760e-01 -5.57209253e-01  2.01385513e-01  1.58533558e-01]",45
1295,"[-6.84143982e+02  1.76763077e+01 -1.18092279e+01  2.75086379e+00
 -8.45005289e-02  6.65824604e+00  2.25332332e+00  6.16375399e+00
 -2.44958982e-01  5.31613207e+00  6.02666664e+00  3.12978005e+00
  2.22568107e+00  1.93516135e+00  1.80381346e+00  2.30430245e+00
  5.41122913e-01  1.54321456e+00  1.33047581e+00  1.71036708e+00
  1.45687521e+00  2.54864240e+00  1.09978952e-01  9.37127352e-01
  1.66228342e+00  1.09505308e+00  6.13463163e-01  5.76700628e-01
 -8.00439939e-02  3.41413945e-01  1.89551860e-01  9.86356497e-01
  4.62518334e-01  6.62570477e-01  7.07814932e-01  5.90067685e-01
  9.72332805e-02 -7.44564906e-02 -1.43133253e-01  5.29254079e-02
  1.24024713e+00 -6.87996149e-02  8.33258688e-01  2.21152201e-01
  4.35710132e-01  4.02201384e-01  3.79541129e-01  5.02189994e-02
  1.72371864e-01 -2.57308453e-01 -5.22911668e-01 -4.08806205e-01
  4.81115699e-01  4.18904662e-01  5.64330041e-01  2.57046759e-01
  1.10559456e-01  2.36984268e-01 -4.73576821e-02 -7.33657554e-02
 -2.49324068e-01 -2.13742554e-01  6.16737865e-02  4.41998631e-01
  4.67425436e-01  3.18203390e-01  1.44053623e-01  3.55408311e-01
 -1.10340007e-01  1.65704694e-02 -3.79198611e-01 -2.34888867e-01
 -4.87111732e-02  3.55261331e-03 -4.81242836e-02  4.78567146e-02
  2.17269227e-01 -3.52887274e-03 -7.87781179e-02  2.54738986e-01
 -1.05458841e-01  5.94056919e-02  8.28475356e-02  8.54465663e-02
 -6.07184656e-02 -1.36980891e-01  3.96922566e-02  1.66759938e-01
  2.30578274e-01  4.70856316e-02 -1.05658770e-01  2.29986925e-02
 -4.34689038e-02 -1.30869687e-01  1.49279028e-01 -9.93905365e-02
 -4.14743759e-02  1.04722857e-01  1.48810714e-01 -3.17096375e-02]",34
1296,"[-4.0121927e+02  9.2642357e+01 -3.5068775e+01  1.4106541e+01
 -2.4708336e+01  1.2580007e+01 -1.4314853e+01  6.0483580e+00
 -3.9819872e+00  5.2325182e+00 -2.9770391e+00 -9.2299623e+00
 -1.0863328e+01  1.5410159e+00 -8.5027800e+00  2.4385502e+00
 -6.9185891e+00 -4.2221579e-01 -5.5186248e+00 -3.0521126e+00
 -4.7473702e+00 -1.7688736e+00 -4.2275047e+00  3.5693437e-01
 -5.9673781e+00  2.5585375e+00 -7.7181226e-01  7.6232076e-01
  1.4294066e+00  4.4368372e+00  1.8470800e+00  3.0242088e+00
 -8.0854464e-01 -1.5184106e+00 -5.4957843e-01 -1.3367529e+00
 -6.7477304e-01  4.9519733e-02  2.2992992e+00  6.8408066e-01
 -4.1133758e-01 -1.5375012e+00 -3.9004177e-01 -2.3002052e+00
 -7.3684543e-01 -3.1871786e+00 -1.0180775e+00 -8.2403666e-01
  1.7906791e+00  1.4331750e+00  2.4860535e+00  1.9208707e+00
  1.2638600e+00 -6.2237215e-01 -7.4917305e-01 -1.8585867e+00
 -6.3329375e-01 -2.0840582e-01  5.2427071e-01  2.6661721e-01
  1.0712368e+00  9.9213743e-01  1.6325845e+00  1.1585127e+00
  3.6033854e-01 -6.1549324e-01 -5.5004865e-01 -1.1484309e+00
 -3.5662931e-01  4.9952748e-01  4.2006850e-01  6.9220513e-01
  5.9601045e-01  1.1863892e+00 -5.9157491e-01  3.0667299e-01
 -4.3345472e-01  6.0271186e-01  1.1857975e-01  8.6309236e-01
  4.5825022e-01  8.1761461e-01  9.6910053e-01  1.2227538e+00
  9.1808116e-01  1.1262842e+00  7.4305385e-02 -3.8945779e-01
  2.0484294e-01  1.0026227e+00  5.5653054e-01  6.0008889e-01
  9.2913991e-01  4.6197265e-01  2.8219593e-01  1.4542709e-01
 -4.5182106e-01 -3.1223688e-01 -1.4287574e-02 -6.5426558e-01]",32
1297,"[-3.6478625e+02  1.5362135e+02  5.4238782e+00  1.7329933e+01
  7.6998386e+00  1.0883155e+01  1.2575099e+01 -6.6207180e+00
  3.0374248e+00  3.7038984e+00  6.5834576e-01  1.1667680e+00
 -7.6217299e+00 -1.9104733e+00  6.9245678e-01 -3.5737541e+00
  6.3600546e-01 -2.5612676e+00 -4.2502675e+00  2.8390524e-01
  5.3559166e-01  7.4818963e-01 -1.8272033e+00 -2.0454974e+00
  1.5979574e+00 -5.1159239e-01 -8.4302580e-01  1.1333174e+00
 -4.1788739e-01  4.0079990e-01  1.5922189e+00  4.5829910e-01
  3.9782795e-01  3.1435430e-01  1.0776093e+00  1.4426188e+00
  5.0126451e-01  1.2431055e+00  6.5659726e-01 -6.9980514e-01
 -1.0480019e-01 -5.4010129e-01 -1.5490104e+00 -1.3739909e+00
 -9.9509585e-01 -9.9955016e-01 -1.0495193e+00 -4.7958660e-01
 -1.3951311e-01 -9.4195789e-01 -1.2800014e+00 -4.2074344e-01
 -6.2660134e-01 -1.2834268e+00 -4.4685954e-01  3.6267376e-01
  7.9426467e-01  2.1778235e+00  2.9059286e+00  1.4120301e+00
  3.2747391e-01  5.1859266e-01  1.5474667e-01 -4.4046366e-01
 -1.8889052e-01  4.7179118e-01  6.2399286e-01  6.4276123e-01
  9.9452275e-01  3.7314367e-01 -5.5359572e-01  1.9345713e-01
  7.5232810e-01  6.1392218e-01  6.3765323e-01  2.3755568e-01
  6.6467956e-02  1.6556935e-01  6.3126492e-03 -2.0190261e-01
  5.2392166e-03  8.6606318e-01  1.0270373e+00  2.0805413e-01
 -3.7779741e-02  1.1550917e-01  2.3551969e-01  2.2836560e-02
 -2.9192528e-01 -1.1492763e-01 -1.6682845e-01 -2.0778483e-01
  2.3810923e-01  3.3306774e-01  1.0534211e-01  1.8580787e-01
  1.4951606e-01  9.8682113e-04  1.5145601e-01  2.0329550e-01]",3
1298,"[-1.25449028e+02  1.57552200e+02 -9.72079926e+01  8.78613853e+00
 -4.50024643e+01  2.19692574e+01 -2.48265743e+01  2.12103820e+00
 -2.02381611e+01  8.12312984e+00 -1.02101974e+01 -2.40190363e+00
 -7.97516108e+00 -2.28819504e-01 -5.60646534e+00 -4.79429817e+00
 -2.85809541e+00 -3.69773865e+00 -1.09669244e+00 -5.29997921e+00
  3.77261430e-01 -3.41292500e+00  1.48265159e+00 -1.77318597e+00
  5.26502311e-01 -1.77544665e+00 -6.62938356e-01 -7.36496150e-01
 -8.93767595e-01 -2.65042603e-01 -1.18268502e+00  1.50977030e-01
 -1.86973238e+00 -2.05888793e-01 -1.75594556e+00  9.96774852e-01
 -1.66537523e+00  6.88249230e-01 -7.66444325e-01  7.77958870e-01
 -8.59176934e-01  3.50728124e-01 -4.09678817e-01 -5.19379377e-01
  7.66372919e-01 -2.44935051e-01  1.13959098e+00 -1.19882703e+00
  1.04540360e+00 -1.09008992e+00  7.63390124e-01 -9.11306560e-01
  2.46290028e-01 -1.08911860e+00 -5.89448810e-01 -1.03730667e+00
 -8.22428524e-01 -4.43883419e-01 -9.29934263e-01  3.70372891e-01
 -1.09953761e+00  3.02718729e-01 -9.84604120e-01  4.76949126e-01
 -1.29356396e+00 -1.83877885e-01 -1.33995581e+00  9.50691625e-02
 -3.49120378e-01  1.09079823e-01 -4.50265586e-01 -8.00201476e-01
 -4.93293911e-01 -6.35398269e-01  4.00378168e-01 -5.43520391e-01
  2.53032506e-01 -9.16105807e-01  2.42146403e-01 -7.84070909e-01
 -1.26101241e-01 -4.35950547e-01  1.01252176e-01 -1.20148085e-01
  1.08890213e-01  5.98721614e-04 -1.44775853e-01  2.03765240e-02
 -7.50382483e-01  3.82142961e-01 -5.83601713e-01  3.61665189e-01
 -3.80051404e-01  6.06006444e-01 -5.91934443e-01  6.02098703e-02
 -3.16090882e-01  1.64564639e-01 -3.64845730e-02 -2.44612411e-01]",22
1299,"[-1.2053382e+02  4.2174263e+01 -3.4425705e+01  3.0523256e+01
 -1.6938601e+01  1.4239389e+01 -1.0259309e+01  6.4226327e+00
 -1.7129059e+00  3.5342488e+00  2.2647913e+00 -2.4481787e-01
  2.8727400e+00 -9.4198334e-01  4.3397617e+00  5.0861728e-01
  5.7978029e+00 -1.4575027e+00  3.1308959e+00 -9.1126966e-01
  1.5372802e+00  1.4217153e+00  4.3411344e-02 -4.3744946e-01
 -8.6569840e-01  2.4726715e+00 -6.6890091e-01  2.7470303e-01
 -8.5445768e-01  1.6479540e+00 -1.3747610e+00  1.9295068e+00
 -1.3160702e+00  6.3886780e-01 -3.7967893e-01 -4.0530771e-01
  3.1849957e+00 -2.9219377e-01  2.0533044e+00 -2.2648251e+00
  4.8590627e-01  3.6683962e-01  1.2052689e+00  2.1627900e-01
 -2.3338538e-02 -6.5045732e-01  2.6257980e-01  1.3377901e+00
 -1.6211689e+00  1.1605366e+00 -1.0863194e+00 -6.8761565e-02
  1.0504781e-01 -1.4171335e-01 -1.9977193e-01 -5.1140630e-01
 -4.5196250e-01  6.4932549e-01 -1.4771953e-01 -5.1815599e-01
  6.1960304e-01 -1.2035869e+00  1.1410066e+00 -5.0987309e-01
 -6.7992342e-01 -2.9748815e-01 -4.4216990e-01 -2.7621531e-01
  8.0519363e-02  1.6551287e-01 -2.5458154e-01  2.8934071e-02
  2.3194812e-01  2.3018301e-01 -1.5212727e+00 -1.0983530e-02
 -1.3952972e-01 -1.0059642e-01  1.8779995e-02 -4.6361989e-01
 -2.8435224e-01 -3.8260919e-01 -2.6529509e-01  4.2993236e-01
  1.0407388e-01 -4.5237681e-01  2.1301372e-01 -3.0631593e-01
  5.8940327e-01 -4.1904226e-01  1.6457371e-02 -8.9077875e-02
 -4.2178772e-02  5.9000123e-02 -5.7225615e-01 -8.4579028e-02
 -4.6918157e-01  2.3009548e-01 -2.3039323e-01 -1.2682542e-01]",39
1300,"[-3.6834198e+02  1.3876305e+02 -6.4141991e+01  3.9389774e+01
 -8.8990650e+00  3.1803371e+01 -1.2276020e+01  4.6638823e+00
  1.3994898e+01 -6.7520165e+00 -5.5048437e+00  2.8801749e+00
  1.1118442e+01 -3.6006474e+00 -6.8439341e+00  1.0360670e+01
  4.8350134e+00 -6.0581965e+00 -5.1352236e-02  2.3689003e+00
  5.1186833e+00 -5.0389690e+00 -4.7109451e+00  5.9204893e+00
  2.2115956e-01 -5.0755239e+00 -1.3960871e-01  1.3639586e+00
  1.1546526e+00 -3.1030393e+00 -7.4808496e-01  2.9951086e+00
 -7.0018405e-01  4.4488907e-01 -1.6595140e+00  2.0004146e+00
 -9.4319969e-01 -2.5551119e+00  6.0528404e-01 -7.3327398e-01
 -1.1086107e+00 -1.0900332e+00 -1.3911721e-01 -1.3584542e+00
 -6.0829455e-01 -1.8381829e+00 -4.5882827e-01 -9.9776620e-01
 -1.1231266e+00 -3.6546227e-01 -1.2350706e+00 -1.2509100e+00
 -7.9550683e-01  1.6232298e-01 -9.5781881e-01 -6.1542469e-01
 -4.4534388e-01 -3.2566163e-01 -7.0804656e-02 -6.1000353e-01
 -1.0981072e-01 -6.6253394e-01 -1.2613491e+00 -5.2228427e-01
 -1.0764839e-01 -4.8382664e-01 -8.8383728e-01 -1.3485724e-01
 -2.0067133e-01 -4.5901471e-01 -9.2067116e-01 -6.8952203e-01
 -4.5576116e-06 -3.2599965e-01 -7.4579132e-01 -7.4318820e-01
 -3.2960266e-01 -1.0561973e+00 -3.1964153e-01 -2.6936299e-01
 -5.9490353e-01 -3.7192765e-01 -3.7838006e-01 -1.2676962e-01
 -4.2610297e-01 -2.3015635e-01 -5.5872536e-01 -2.8422692e-01
 -9.0084815e-01 -3.5876691e-01 -5.8403009e-01 -1.0186814e+00
 -6.0282308e-01 -4.9938819e-01 -6.2021220e-01 -7.5992447e-01
  5.3457092e-02 -1.4487846e-01 -1.1333370e-01 -1.6404593e-01]",48
1301,"[-3.11732330e+02  4.91544189e+01 -4.42104530e+01  3.12440128e+01
  8.11571026e+00  3.33623466e+01 -1.26050167e+01  1.32384014e+01
 -1.59498434e+01  3.06253605e+01  1.50781345e+00  1.21949625e+01
 -1.44546967e+01  2.74198666e+01 -9.91295433e+00  1.32925100e+01
  1.87201917e+00  1.31844130e+01 -7.72667933e+00  1.63135853e+01
 -2.38634062e+00  8.08201599e+00 -1.22377813e+00  1.31633768e+01
 -3.53390193e+00  3.80745649e+00  5.59227228e+00  5.77595854e+00
 -2.17237782e+00  3.26863480e+00  2.22761774e+00  4.31325674e+00
  2.81462669e+00 -1.10880554e+00  7.05478764e+00  1.01732135e+00
  2.35839939e+00  2.53352255e-01  5.12220955e+00 -3.46906233e+00
  3.73670197e+00 -2.17106104e+00  4.10802269e+00 -4.04654360e+00
  5.76735783e+00 -3.56424189e+00  1.70321977e+00 -1.44574857e+00
  4.16848612e+00 -5.02136183e+00  3.76513267e+00 -1.89745522e+00
  1.66541660e+00 -4.45632410e+00  1.46510303e+00 -2.43710303e+00
 -8.57842088e-01 -1.12898564e+00  1.83367848e-01 -3.27109408e+00
  1.17460752e+00 -1.65397555e-01 -2.37690020e+00 -4.92778271e-01
 -9.77988660e-01 -7.98136652e-01 -2.91082931e+00  2.12067199e+00
 -8.84251654e-01 -5.86953998e-01 -2.51836371e+00  2.17380857e+00
 -2.10387158e+00  1.36409104e+00 -2.78162503e+00  1.29854095e+00
 -2.23651767e+00  2.35391164e+00 -2.16107416e+00  4.17552173e-01
 -2.06973028e+00  3.09859300e+00 -1.52115893e+00  1.16382873e+00
 -9.49258804e-01  1.87280905e+00 -1.08611703e+00  5.90179324e-01
 -9.75206912e-01  9.80990171e-01 -5.81027627e-01  7.09658265e-01
  1.61012501e-01  3.52587700e-01  3.84984493e-01  3.67495179e-01
  1.13926306e-01 -6.57788277e-01  8.76957417e-01 -1.02627361e+00]",14
1302,"[-5.95244812e+02  1.55196943e+01  1.00366268e+01  4.72443962e+00
 -4.76085752e-01  4.27199221e+00 -5.19252360e-01  3.27288246e+00
 -5.86783230e-01  3.30363417e+00 -1.12667370e+00  2.69474483e+00
 -1.39265323e+00  8.24041247e-01 -6.94103420e-01  1.13268077e+00
 -1.38642406e+00  1.50570548e+00 -1.01121664e+00  1.28490770e+00
 -7.82456756e-01  8.69519353e-01 -4.81334120e-01  1.01254439e+00
  1.26310334e-01  1.16336036e+00  3.29530507e-01  7.03145981e-01
  5.34239411e-01  1.25281900e-01  1.95604786e-01  4.05880600e-01
 -2.24098027e-01  6.49724752e-02  3.41402650e-01  1.94231421e-02
  4.75033551e-01 -2.19565034e-01  3.67841214e-01 -1.97534338e-01
  2.48853117e-01 -3.45082492e-01  6.76877737e-01 -4.34545934e-01
  6.17720962e-01 -2.48817220e-01  2.96816463e-03 -3.34235787e-01
  7.54709467e-02 -8.58381510e-01  7.59964138e-02 -3.59621137e-01
 -3.19145694e-02 -4.27878916e-01 -1.24176107e-02 -4.78659391e-01
 -1.50968647e-03 -1.18996605e-01  1.35202259e-01 -1.62564754e-01
 -2.94358641e-01 -1.48129150e-01  1.76283885e-02 -1.67442724e-01
  4.74047065e-02  2.55663276e-01  6.27911016e-02  3.49535733e-01
  1.55352214e-02  4.51209724e-01  1.30808473e-01  2.96615988e-01
 -1.08555861e-01  5.97724169e-02  5.12103140e-02  4.45996732e-01
 -1.16003849e-01  7.43701607e-02 -2.02351645e-01  2.40850579e-02
  1.42982043e-02  4.24257398e-01 -1.48206398e-01  1.84177101e-01
 -3.65066141e-01 -2.65539084e-02 -2.36717477e-01 -3.27451713e-03
 -3.60701717e-02 -2.42251623e-02 -1.83416367e-01 -8.54439959e-02
 -1.52605131e-01 -8.41099247e-02 -6.50860742e-02 -7.32727423e-02
 -3.05125993e-02  3.75299342e-02 -1.37520647e-02 -2.26332936e-02]",31
1303,"[-2.1940712e+02  1.1050136e+02 -8.6191511e+00  1.3440745e+01
 -1.4355715e+01  5.2484436e+00  2.7478378e+00  1.7291712e+01
 -1.7655926e+00  1.0563261e+01 -8.3235817e+00  7.3147507e+00
 -1.7691735e+00  1.5507625e+01  2.0886459e+00 -2.1416328e+00
  1.2500708e+00  5.2216735e+00 -3.7025082e+00  2.3973851e+00
  3.3406360e+00  6.1366625e+00 -6.8499904e+00 -6.3618288e+00
 -3.6400262e-01  6.6920525e-01  3.1316195e+00  3.3471470e+00
 -3.5905583e+00 -2.2166696e+00  7.1502084e-01 -5.2324009e+00
 -2.7106755e+00 -3.6758039e+00  4.6464384e-01 -1.5154556e+00
 -8.9019239e-01 -4.1285992e+00  2.3728530e+00  1.0261902e+00
  9.2629008e-02 -1.8789016e+00  6.7270875e-01 -2.8369026e+00
 -1.4056011e+00 -9.3332261e-01 -1.0708179e+00 -2.5111721e+00
 -7.6765168e-01 -1.8875556e+00  4.6221408e-01 -8.7501359e-01
 -4.4002441e-01 -1.0889323e+00 -2.3839366e+00 -1.4537309e+00
 -2.2922335e+00 -1.7301390e+00 -1.8594687e+00  1.1967220e+00
 -1.0991850e+00 -1.6929071e+00 -1.5972229e+00 -8.1771696e-01
 -1.7213068e+00 -5.9553105e-01 -1.7661631e+00 -5.8751810e-01
 -7.6711434e-01  4.8352364e-01 -1.0789325e+00 -5.8854985e-01
 -6.3079602e-01 -3.2517663e-01 -1.0892415e+00 -3.4277377e-01
 -1.0198499e+00 -8.8240522e-01 -8.4845281e-01 -4.5843825e-01
 -5.8163296e-02 -5.3586769e-01 -4.0445235e-01  7.5496577e-02
 -4.5695350e-01 -8.5827762e-01 -1.6103671e-01 -8.6700362e-01
 -1.9758098e-01 -2.2012286e-01 -4.0943167e-01 -5.2082193e-01
  3.3717448e-01 -8.8093513e-01 -3.7754771e-01 -4.8553529e-01
 -3.5631207e-01 -1.0497469e+00 -7.0908852e-02 -4.5373476e-01]",6
1304,"[-2.81822968e+02  2.61118660e+01 -8.15518761e+00  1.70605564e+01
  2.70661139e+00  2.28030109e+01  5.60587311e+00  2.26263828e+01
  2.57211399e+00  1.41601620e+01  4.49476576e+00  8.08673096e+00
  4.11861658e+00  6.88165092e+00  4.15953016e+00  9.91023254e+00
  3.36989307e+00  3.18557429e+00  2.49434066e+00  8.04285526e+00
  1.48490310e+00  3.50926828e+00  2.61214781e+00  4.39215946e+00
  5.04756737e+00  5.48103046e+00  2.52402949e+00  2.24607086e+00
  4.04814100e+00  2.46793151e+00  1.22470796e+00  1.63723350e+00
  4.35508251e+00  3.15722203e+00  3.22609735e+00  2.68323851e+00
  1.02318513e+00  1.39608949e-01  3.36760855e+00  2.17385888e+00
  3.93457174e+00  1.73126543e+00  2.21026111e+00  1.26325202e+00
  2.17216349e+00  1.42144549e+00  2.37902284e+00  1.52606714e+00
  2.88363934e+00 -7.39896894e-01  6.88213706e-01  1.76181114e+00
  2.04483342e+00  1.56689572e+00  1.36933565e+00  1.47584939e+00
 -3.28150630e-01  5.60104907e-01  5.85490644e-01  1.74457932e+00
  7.08423495e-01  6.28257334e-01  7.32888639e-01 -3.68666314e-02
  9.07188505e-02  9.53839779e-01  7.55606174e-01  1.41615748e+00
  5.64754419e-02  3.45590830e-01 -3.75483364e-01  1.19419456e+00
  6.38850331e-01  7.35469103e-01  2.87665993e-01 -1.16684370e-01
 -2.01556206e-01 -1.06966525e-01  1.72935128e-01  5.17489135e-01
  5.01477242e-01  3.18416506e-01 -5.57116210e-01  1.34536892e-01
  6.54056743e-02  1.59229729e-02  2.65818119e-01  5.26863515e-01
 -9.07957628e-02 -4.54265118e-01 -2.21164152e-01  1.00047976e-01
  3.38114202e-01 -1.42645001e-01 -1.71448469e-01 -2.40888447e-02
 -1.03960924e-01 -3.90443280e-02  3.73885125e-01 -6.43240884e-02]",17
1305,"[-2.4547035e+02  7.0955818e+01 -1.8653717e+01  7.6563859e+00
 -1.4512661e+01  6.1837602e+00 -6.0124998e+00 -5.9336805e+00
 -5.8792343e+00  3.3580081e+00  2.5282748e+00  3.4614468e+00
  4.4040756e+00  4.3275771e+00  3.0565953e+00  2.9709654e+00
  1.6896317e+00  1.8603471e-01  2.3162525e+00  3.0413468e+00
  2.2957261e+00  6.5381962e-01  2.5500698e+00  1.4860288e+00
  1.3030887e+00  4.5495662e-01  3.7801674e-01  1.3994102e+00
  1.3566810e+00 -8.7913924e-01 -8.7573445e-01  1.4661646e-01
  9.3267697e-01  6.4758474e-01 -1.0128835e+00  2.3050051e-02
  8.3216906e-01  1.8675503e+00  1.2866400e+00  9.8780102e-01
  6.5875846e-01  1.6610062e+00  5.6200975e-01  7.5763367e-02
  8.2947069e-01  3.3445609e-01  3.4970844e-01 -3.1960744e-01
 -4.0879875e-01  5.3371304e-01  2.9937002e-01  1.1598168e-01
  7.0594317e-01  2.0384807e-03 -6.1772954e-02  7.6784343e-01
  3.8413796e-01  1.5507765e-01 -5.3512788e-01  9.7146325e-02
  5.3838408e-01  1.3007338e+00  5.4212999e-01  1.3335295e-01
 -2.1764390e-01  1.3106258e-01 -1.4447278e-01  2.7958455e-02
  2.8858426e-01 -4.1225383e-01 -5.5180126e-01 -3.3865350e-01
 -4.1968167e-01 -3.6870759e-02  2.8793702e-01 -4.5889020e-01
 -1.3339913e-01 -2.6243547e-01  7.2809651e-02 -6.4081319e-02
 -3.0019081e-01 -5.0598669e-01  3.2853376e-02  1.2461800e-01
 -1.0038064e-01 -1.3963470e-01 -3.0966830e-01 -1.3934402e-01
 -2.7210861e-01  1.2967701e-01 -3.1922483e-01 -3.8588175e-01
 -7.1480757e-01 -3.0885598e-01 -4.6982232e-01 -3.1485280e-01
 -2.4605672e-01 -6.9381721e-02 -4.2395762e-01 -4.3080083e-01]",24
1306,"[-6.83812256e+01  1.14889694e+02 -2.85087910e+01  1.70660648e+01
 -1.31669874e+01  8.53185654e+00 -1.82288551e+01  1.42308741e+01
 -1.58996124e+01 -5.28730583e+00 -2.12874699e+01  1.41024208e+00
 -1.87774220e+01  8.37645829e-01 -1.43742542e+01  4.56732139e-02
 -1.00609875e+01  5.10955763e+00 -8.90034103e+00  6.42758548e-01
 -8.68983173e+00  2.90620184e+00 -5.44880390e+00  2.39914179e+00
 -5.81404972e+00 -2.75783944e+00 -9.01003838e+00 -5.07646990e+00
 -9.02455139e+00 -6.67021942e+00 -7.93319893e+00 -6.59742069e+00
 -6.19582367e+00 -4.10108137e+00 -2.40259671e+00 -1.74296963e+00
  2.16158509e+00  1.86063349e+00  5.22595978e+00  2.56522799e+00
  3.40729856e+00 -6.74220324e-01  1.35940957e+00 -2.29364276e+00
  2.37218952e+00 -1.10535097e+00  1.52026713e+00 -9.98477876e-01
  9.22759116e-01 -2.05287838e+00  8.69038761e-01 -1.62456393e+00
  7.08633363e-01 -1.36837947e+00 -2.97767609e-01 -2.14534545e+00
 -1.07550323e+00 -1.99484682e+00 -1.44633925e+00 -2.69543719e+00
 -2.67741346e+00 -2.27852941e+00 -2.15055656e+00 -1.38303614e+00
 -1.93489039e+00 -5.62361956e-01 -1.62211370e+00 -2.99284905e-01
 -1.48831820e+00  3.80924910e-01 -1.24345207e+00  1.06221735e+00
 -5.52063763e-01  1.43503356e+00 -4.02734905e-01  1.55264068e+00
 -8.24441433e-01  7.59505212e-01 -8.32624972e-01  8.97026658e-01
 -9.44118321e-01  3.28791827e-01 -1.15011001e+00 -1.02157496e-01
 -1.24901211e+00 -2.06013739e-01 -1.48407364e+00 -6.92506254e-01
 -9.75483716e-01 -4.71847147e-01 -7.49570072e-01 -4.28981900e-01
 -3.63447040e-01 -4.75527197e-01 -2.94107646e-01 -4.76116240e-01
  1.58778071e-01 -2.98009068e-01  3.38755459e-01 -7.38709927e-01]",7
